300
1;1;1;CAF;CAF-29;1;NEO;NEO-11;3;44;16;44;18;46;36;31;31;26;12;1;46;1;24;39;37;10;9;40;19;10;2;23;12;40;13;42;29;45;29;13;40;20;13;31;49;24;31;1;2
2;1;2;ORC;ORC-7;1;TRI;TRI-34;2;26;22;26;24;41;35;23;6;34;30;42;3;41;22;24;5;3;27;12;35;27;46;19;38;32;5;38;5;33;50;6;44;11;47;6;38;14;32;35;50
3;1;3;ORC;ORC-3;1;COP;COP-3;2;9;41;19;3;27;45;35;25;22;39;24;24;7;7;45;29;1;1;3;26;38;36;27;38;34;8;42;48;31;7;8;23;4;9;9;48;43;21;1;42
4;1;4;MOR;MOR-3;3;COP;COP-21;4;5;20;7;31;41;21;19;19;17;34;48;25;33;15;32;38;14;27;8;17;11;32;1;7;39;46;28;38;13;3;35;29;15;21;5;30;5;35;3;20
5;1;5;MOR;MOR-6;4;NEO;NEO-6;2;49;35;5;21;7;49;30;17;33;26;14;13;34;14;48;21;35;50;48;24;40;15;19;24;10;7;9;13;18;17;39;29;20;42;29;32;7;41;49;21
6;1;6;CAF;CAF-34;3;COP;COP-28;5;29;15;8;39;49;28;6;31;34;30;29;26;19;36;3;15;37;19;42;23;29;49;13;47;3;45;11;50;33;31;41;46;46;18;47;44;8;27;7;26
7;1;7;CAF;CAF-30;2;COP;COP-18;5;44;46;3;30;31;13;7;21;2;39;31;16;34;29;38;44;43;46;18;6;22;36;16;11;42;48;23;38;36;3;27;37;50;45;28;48;33;1;20;18
8;1;8;MOR;MOR-9;1;NEO;NEO-34;1;4;22;33;13;1;45;14;39;15;38;40;29;44;27;39;5;25;39;36;50;50;45;7;22;23;1;1;42;18;13;5;10;24;12;38;1;49;49;31;30
9;1;9;MOR;MOR-13;3;NEO;NEO-17;4;12;5;42;30;41;48;23;35;15;21;20;26;23;43;14;41;30;1;5;35;17;11;28;28;44;23;23;33;2;30;37;15;24;12;25;38;50;44;34;49
10;1;10;MOR;MOR-29;4;TRI;TRI-32;5;24;7;34;38;46;3;23;13;2;38;21;41;17;43;15;41;27;8;26;31;47;25;48;26;40;9;31;6;39;23;39;17;13;38;6;3;29;44;22;17
11;1;11;MOR;MOR-2;3;COP;COP-26;4;32;30;2;32;23;14;44;41;1;5;19;48;3;9;8;35;49;20;47;35;48;34;6;31;18;2;33;33;12;47;19;4;3;22;25;12;16;23;40;32
12;1;12;MOR;MOR-14;2;TRI;TRI-8;2;49;1;31;37;48;19;28;42;49;2;31;32;11;20;5;7;45;35;49;29;26;4;43;48;45;2;18;25;21;15;35;25;6;49;34;6;7;19;37;31
13;1;13;ORC;ORC-33;5;TRI;TRI-19;1;25;24;28;42;8;27;5;9;24;33;23;40;21;9;45;28;9;46;6;34;49;17;3;47;20;18;1;27;24;30;18;2;23;12;23;38;19;23;16;18
14;1;14;CAF;CAF-28;5;TRI;TRI-31;1;11;47;13;48;30;47;38;15;46;8;34;4;31;25;45;46;13;39;9;27;49;44;11;50;25;24;41;28;39;9;27;16;6;14;29;24;7;42;11;23
15;1;15;CAF;CAF-2;3;NEO;NEO-12;3;41;4;40;24;34;16;9;23;9;29;45;19;15;30;18;39;1;34;40;44;41;27;29;39;23;1;2;4;44;8;43;39;31;14;34;38;5;11;35;21
16;1;16;ORC;ORC-29;1;COP;COP-31;4;4;38;25;16;6;31;40;13;16;13;16;38;23;38;3;42;3;29;48;14;46;36;18;7;35;4;3;22;48;29;28;12;45;36;47;39;38;38;46;11
17;1;17;CAF;CAF-23;2;NEO;NEO-1;1;19;34;50;6;17;18;29;34;38;44;38;25;46;28;14;39;14;37;35;46;31;46;12;15;33;34;37;50;45;16;23;24;41;12;18;5;19;39;48;40
18;1;18;ORC;ORC-24;2;NEO;NEO-20;2;8;39;47;10;20;49;35;27;44;47;31;11;27;28;18;14;14;14;39;20;48;32;19;32;29;25;48;41;38;42;4;42;24;11;26;41;45;35;35;5
19;1;19;CAF;CAF-33;2;NEO;NEO-18;1;50;42;33;35;35;8;45;11;29;8;10;11;10;44;13;1;46;24;26;21;29;23;19;43;20;44;23;9;12;3;4;30;24;15;43;27;46;7;19;34
20;1;20;MOR;MOR-1;1;TRI;TRI-29;1;3;9;16;39;18;12;16;49;46;46;17;41;14;24;22;32;3;17;32;29;39;31;19;34;23;19;41;9;43;20;21;30;36;35;12;40;29;36;27;40
21;1;21;MOR;MOR-7;5;COP;COP-8;1;9;35;37;27;20;45;34;5;44;15;13;3;26;20;13;1;27;47;30;31;10;24;15;15;8;45;38;3;11;33;1;24;27;49;29;21;7;29;49;15
22;1;22;CAF;CAF-18;1;NEO;NEO-4;2;12;32;6;49;20;3;15;37;31;17;6;19;23;48;38;13;5;4;9;22;38;20;8;47;25;10;25;36;12;28;5;44;25;47;30;26;48;43;26;48
23;1;23;ORC;ORC-30;4;TRI;TRI-30;3;42;32;35;47;6;46;39;45;2;34;35;35;37;40;13;3;26;23;41;29;12;16;48;23;20;14;23;11;29;26;21;37;25;41;39;13;22;28;47;25
24;1;24;MOR;MOR-28;3;COP;COP-34;5;35;49;4;41;26;14;17;8;22;47;37;5;43;14;2;22;30;8;45;17;3;41;6;25;33;8;30;46;49;8;44;15;45;35;26;36;30;25;40;9
25;1;25;CAF;CAF-14;2;NEO;NEO-26;1;34;8;20;31;3;7;33;22;21;50;13;50;14;12;48;17;39;32;17;30;20;22;13;19;24;46;42;38;3;24;29;45;29;50;46;27;39;46;50;48
26;1;26;CAF;CAF-7;5;COP;COP-5;5;6;49;16;7;6;33;49;42;19;38;15;17;15;29;18;41;11;11;23;41;18;1;28;6;18;16;15;25;3;25;1;37;1;21;6;31;13;10;25;3
27;1;27;MOR;MOR-5;4;NEO;NEO-24;4;2;19;35;6;31;50;9;39;14;44;48;50;25;39;3;12;40;15;28;47;47;8;17;4;45;2;40;19;14;50;16;19;31;13;34;16;49;31;19;25
28;1;28;MOR;MOR-27;2;TRI;TRI-20;5;30;29;1;11;25;14;24;37;30;30;18;12;22;44;42;47;43;2;31;34;26;6;10;48;25;17;25;34;49;29;33;21;47;13;10;26;42;26;25;35
29;1;29;CAF;CAF-21;1;TRI;TRI-24;5;43;38;21;42;46;6;16;19;28;19;4;18;20;16;34;32;31;41;45;27;3;10;34;32;6;44;5;36;10;46;30;9;3;43;40;32;31;13;34;1
30;1;30;MOR;MOR-12;4;TRI;TRI-33;3;37;24;47;37;39;39;36;4;31;5;44;12;11;43;9;46;43;23;22;47;26;21;27;42;11;44;20;22;30;27;39;46;29;8;42;37;6;23;32;7
31;1;31;ORC;ORC-17;3;TRI;TRI-14;2;31;3;27;11;13;21;45;36;43;35;2;18;3;8;24;17;35;2;37;41;23;1;21;32;37;45;46;22;41;11;34;10;6;17;42;1;2;11;23;26
32;1;32;ORC;ORC-15;2;COP;COP-4;5;36;15;26;21;19;7;49;47;27;19;21;2;47;36;22;50;35;50;50;22;26;3;37;44;15;17;16;38;42;42;29;26;32;38;39;19;46;21;23;43
33;1;33;ORC;ORC-27;3;COP;COP-30;5;29;15;23;48;26;30;7;45;21;30;5;27;36;15;50;7;34;42;38;25;5;13;2;41;1;41;35;39;4;5;20;9;46;36;1;44;2;42;31;26
34;1;34;CAF;CAF-15;1;TRI;TRI-6;1;31;17;41;14;7;38;6;41;26;2;7;4;37;4;22;14;28;12;37;14;41;8;45;2;23;6;27;2;11;4;4;23;13;6;17;16;8;38;17;13
35;1;35;CAF;CAF-22;5;COP;COP-9;1;39;7;37;41;14;7;9;50;24;11;39;25;32;50;13;7;8;30;10;10;39;45;4;27;46;5;11;1;32;15;11;36;39;29;2;16;30;12;34;15
36;1;36;MOR;MOR-19;2;NEO;NEO-33;1;11;33;1;19;2;48;29;44;32;42;27;50;8;49;17;7;39;37;5;43;15;46;22;30;21;20;19;39;38;11;10;6;40;29;25;33;25;11;49;47
37;1;37;ORC;ORC-26;5;NEO;NEO-23;2;41;33;44;16;16;4;8;17;30;47;17;5;14;50;48;38;14;49;2;7;18;13;8;50;4;46;30;24;18;6;37;24;12;37;23;13;16;17;4;44
38;1;38;MOR;MOR-17;1;NEO;NEO-21;3;42;16;30;49;4;22;47;19;25;33;31;25;37;43;27;24;46;23;21;19;30;8;40;26;41;10;30;49;43;25;14;42;46;17;31;34;31;49;1;35
