90
1;1;1;MOR;MOR-9;2;NEO;NEO-8;1;1;20;30;40;50;2;7;2;4;5;1;20;30;40;50;2;7;8;9;10;1;20;30;40;50;2;7;2;4;5;1;20;30;40;50;2;7;8;9;10
2;1;2;MOR;MOR-4;5;NEO;NEO-4;1;2;35;31;25;9;32;34;9;42;10;24;8;27;43;12;26;5;14;20;41;46;39;9;35;3;35;42;1;48;29;33;41;47;33;4;50;28;29;17;9
3;1;3;MOR;MOR-2;5;TRI;TRI-6;4;16;18;14;46;19;19;7;3;17;9;20;1;26;34;2;38;32;4;15;37;10;5;35;36;36;15;29;8;42;34;15;47;7;46;30;12;39;41;42;47
4;1;4;CAF;CAF-3;1;COP;COP-9;2;28;37;6;1;21;29;19;26;26;30;24;3;8;7;46;41;11;4;46;13;29;12;19;43;50;6;19;46;22;37;37;27;14;11;29;6;9;50;25;27
5;1;5;CAF;CAF-10;2;TRI;TRI-8;5;12;16;50;43;48;34;10;49;14;46;38;13;43;50;25;17;26;39;7;4;33;48;33;48;49;21;39;40;36;32;36;37;29;29;38;33;11;4;23;27
6;1;6;ORC;ORC-7;5;TRI;TRI-2;4;48;45;31;24;15;42;16;39;10;21;15;5;5;10;25;39;26;25;21;23;1;7;38;1;8;5;26;41;41;33;13;2;13;12;37;8;17;30;45;38
7;1;7;MOR;MOR-7;2;NEO;NEO-1;2;15;33;28;48;41;15;34;8;5;37;29;15;10;32;47;13;5;14;6;14;22;37;26;5;6;14;42;13;23;43;18;37;45;13;48;37;15;20;49;16
8;1;8;MOR;MOR-5;4;TRI;TRI-5;3;5;37;38;11;22;35;48;50;38;22;33;32;10;50;31;4;25;50;45;12;40;27;41;40;19;2;24;17;11;7;18;3;14;46;33;11;49;4;15;42
9;1;9;ORC;ORC-8;4;COP;COP-6;1;39;21;9;13;3;49;2;50;44;39;49;46;15;29;43;18;14;28;23;38;42;6;46;17;22;6;4;24;36;24;4;7;30;49;5;35;26;13;16;29
10;1;10;CAF;CAF-8;2;COP;COP-2;4;50;11;29;17;27;12;45;23;44;24;28;17;8;43;21;45;36;15;4;25;24;13;12;29;50;11;17;36;15;22;28;2;20;6;27;20;26;29;18;21
